member_id,month,center,plan,price_paid,signup_date,acquisition_channel,tenure_months,visits_this_month,group_classes_attended,uses_app,has_personal_trainer,cost_to_serve,status,churn_reason
M0004,2022-04,westfield,premium,49.0,2020-09-27,referral,19,14,3,True,False,17.12,active,
M0004,2022-05,westfield,premium,49.0,2020-09-27,referral,20,15,5,True,False,20.7,active,
M0004,2022-06,westfield,premium,49.0,2020-09-27,referral,21,13,3,True,False,16.81,active,
M0004,2022-07,westfield,premium,49.0,2020-09-27,referral,22,13,3,True,False,16.65,active,
M0004,2022-08,westfield,premium,49.0,2020-09-27,referral,23,11,4,True,False,16.55,active,
M0004,2022-09,westfield,premium,49.0,2020-09-27,referral,24,15,3,True,False,18.44,active,
M0004,2022-10,westfield,premium,49.0,2020-09-27,referral,25,16,4,True,False,20.89,active,
M0004,2022-11,westfield,premium,49.0,2020-09-27,referral,26,12,3,True,False,16.17,active,
M0004,2022-12,westfield,premium,49.0,2020-09-27,referral,27,13,3,True,False,16.23,active,
M0004,2023-01,westfield,premium,49.0,2020-09-27,referral,28,17,3,True,False,20.61,active,
M0004,2023-02,westfield,premium,49.0,2020-09-27,referral,29,11,2,True,False,12.58,active,
M0004,2023-03,westfield,premium,49.0,2020-09-27,referral,30,15,3,True,False,17.52,active,
M0004,2023-04,westfield,premium,49.0,2020-09-27,referral,31,13,3,True,False,16.2,active,
M0004,2023-05,westfield,premium,49.0,2020-09-27,referral,32,14,3,True,False,17.44,active,
M0004,2023-06,westfield,premium,49.0,2020-09-27,referral,33,13,3,True,False,16.14,active,
M0004,2023-07,westfield,premium,49.0,2020-09-27,referral,34,11,4,True,False,16.67,active,
M0004,2023-08,westfield,premium,49.0,2020-09-27,referral,35,12,3,True,False,15.58,active,
M0004,2023-09,westfield,premium,49.0,2020-09-27,referral,36,16,5,True,False,21.53,active,
M0004,2023-10,westfield,premium,49.0,2020-09-27,referral,37,14,2,True,False,14.58,active,
M0004,2023-11,westfield,premium,49.0,2020-09-27,referral,38,14,2,True,False,14.79,active,
M0004,2023-12,westfield,premium,49.0,2020-09-27,referral,39,12,4,True,False,18.07,active,
M0004,2024-01,westfield,premium,49.0,2020-09-27,referral,40,13,2,True,False,14.01,active,
M0004,2024-02,westfield,premium,49.0,2020-09-27,referral,41,15,3,True,False,17.13,active,
M0004,2024-03,westfield,premium,49.0,2020-09-27,referral,42,16,2,True,False,17.34,active,
M0004,2024-04,westfield,premium,49.0,2020-09-27,referral,43,14,3,True,False,17.91,active,
M0004,2024-05,westfield,premium,49.0,2020-09-27,referral,44,14,3,True,False,17.34,active,
M0004,2024-06,westfield,premium,49.0,2020-09-27,referral,45,13,3,True,False,15.92,active,
M0004,2024-07,westfield,premium,49.0,2020-09-27,referral,46,12,3,True,False,15.87,active,
M0004,2024-08,westfield,premium,49.0,2020-09-27,referral,47,12,3,True,False,15.38,active,
M0004,2024-09,westfield,premium,49.0,2020-09-27,referral,48,15,4,True,False,19.98,active,
M0004,2024-10,westfield,premium,49.0,2020-09-27,referral,49,14,4,True,False,19.62,active,
M0004,2024-11,westfield,premium,49.0,2020-09-27,referral,50,12,4,True,False,16.98,active,
M0004,2024-12,westfield,premium,49.0,2020-09-27,referral,51,12,5,True,False,18.93,active,
M0005,2022-01,southgate,premium,49.0,2021-06-08,digital,7,18,5,True,True,43.9,active,
M0005,2022-02,southgate,premium,49.0,2021-06-08,digital,8,17,4,True,True,39.98,active,
M0005,2022-03,southgate,premium,49.0,2021-06-08,digital,9,20,4,True,True,44.83,active,
M0005,2022-04,southgate,premium,49.0,2021-06-08,digital,10,19,5,True,True,44.24,active,
M0005,2022-05,southgate,premium,49.0,2021-06-08,digital,11,18,5,True,True,44.36,active,
M0005,2022-06,southgate,premium,49.0,2021-06-08,digital,12,19,4,True,True,43.47,active,
M0005,2022-07,southgate,premium,49.0,2021-06-08,digital,13,14,5,True,True,41.62,active,
M0005,2022-08,southgate,premium,49.0,2021-06-08,digital,14,15,4,True,True,39.06,active,
M0005,2022-09,southgate,premium,49.0,2021-06-08,digital,15,18,4,True,True,42.35,active,
M0005,2022-10,southgate,premium,49.0,2021-06-08,digital,16,17,4,True,True,41.14,active,
M0005,2022-11,southgate,premium,49.0,2021-06-08,digital,17,20,5,True,True,45.71,active,
M0005,2022-12,southgate,premium,49.0,2021-06-08,digital,18,18,5,True,True,43.86,active,
M0005,2023-01,southgate,premium,49.0,2021-06-08,digital,19,21,5,True,True,47.02,active,
M0005,2023-02,southgate,premium,49.0,2021-06-08,digital,20,18,4,True,True,42.57,active,
M0005,2023-03,southgate,premium,49.0,2021-06-08,digital,21,16,4,True,True,40.52,active,
M0005,2023-04,southgate,premium,49.0,2021-06-08,digital,22,17,6,True,True,45.42,active,
M0005,2023-05,southgate,premium,49.0,2021-06-08,digital,23,20,5,True,True,45.22,active,
M0005,2023-06,southgate,premium,49.0,2021-06-08,digital,24,18,6,True,True,45.18,active,
M0005,2023-07,southgate,premium,49.0,2021-06-08,digital,25,15,3,True,True,37.4,active,
M0005,2023-08,southgate,premium,49.0,2021-06-08,digital,26,16,5,True,True,42.21,active,
M0005,2023-09,southgate,premium,49.0,2021-06-08,digital,27,19,4,True,True,43.19,active,
M0005,2023-10,southgate,premium,49.0,2021-06-08,digital,28,17,5,True,True,42.8,active,
M0005,2023-11,southgate,premium,49.0,2021-06-08,digital,29,18,6,True,True,45.29,active,
M0005,2023-12,southgate,premium,49.0,2021-06-08,digital,30,18,3,True,True,40.21,active,
M0005,2024-01,southgate,premium,49.0,2021-06-08,digital,31,17,4,True,True,41.58,active,
M0005,2024-02,southgate,premium,49.0,2021-06-08,digital,32,19,4,True,True,42.74,active,
M0005,2024-03,southgate,premium,49.0,2021-06-08,digital,33,17,4,True,True,41.36,active,
M0005,2024-04,southgate,premium,49.0,2021-06-08,digital,34,16,6,True,True,43.92,active,
M0005,2024-05,southgate,premium,49.0,2021-06-08,digital,35,17,5,True,True,42.21,active,
M0005,2024-06,southgate,premium,49.0,2021-06-08,digital,36,15,5,True,True,42.09,active,
M0005,2024-07,southgate,premium,49.0,2021-06-08,digital,37,16,3,True,True,38.27,active,
M0005,2024-08,southgate,premium,49.0,2021-06-08,digital,38,14,4,True,True,38.65,active,
M0005,2024-09,southgate,premium,49.0,2021-06-08,digital,39,20,6,True,True,48.14,active,
M0005,2024-10,southgate,premium,49.0,2021-06-08,digital,40,17,5,True,True,43.56,active,
M0005,2024-11,southgate,premium,49.0,2021-06-08,digital,41,19,4,True,True,42.92,active,
M0005,2024-12,southgate,premium,49.0,2021-06-08,digital,42,15,6,True,True,43.09,active,
M0006,2022-01,downtown,basic,29.0,2020-08-15,referral,17,9,4,False,False,15.18,active,
M0006,2022-02,downtown,basic,29.0,2020-08-15,referral,18,7,3,False,False,11.67,active,
M0006,2022-03,downtown,basic,29.0,2020-08-15,referral,19,7,1,False,False,7.37,active,
M0006,2022-04,downtown,basic,29.0,2020-08-15,referral,20,8,2,False,False,10.74,active,
M0006,2022-05,downtown,basic,29.0,2020-08-15,referral,21,8,1,False,False,8.0,active,
M0006,2022-06,downtown,basic,29.0,2020-08-15,referral,22,8,2,False,False,10.3,active,
M0006,2022-07,downtown,basic,29.0,2020-08-15,referral,23,7,2,False,False,9.94,active,
M0006,2022-08,downtown,basic,29.0,2020-08-15,referral,24,6,3,False,False,10.51,active,
M0006,2022-09,downtown,basic,29.0,2020-08-15,referral,25,8,2,False,False,11.33,churned,personal
M0007,2022-01,northside,basic,29.0,2020-10-20,digital,15,4,2,False,False,7.92,churned,personal
M0008,2022-01,northside,basic,29.0,2020-08-17,referral,17,9,3,False,False,12.64,active,
M0008,2022-02,northside,basic,29.0,2020-08-17,referral,18,10,1,False,False,10.52,active,
M0008,2022-03,northside,basic,29.0,2020-08-17,referral,19,9,1,False,False,9.94,active,
M0008,2022-04,northside,basic,29.0,2020-08-17,referral,20,8,2,False,False,10.1,active,
M0008,2022-05,northside,basic,29.0,2020-08-17,referral,21,8,0,False,False,6.85,active,
M0008,2022-06,northside,basic,29.0,2020-08-17,referral,22,9,2,False,False,11.62,active,
M0008,2022-07,northside,basic,29.0,2020-08-17,referral,23,9,0,False,False,7.79,active,
M0008,2022-08,northside,basic,29.0,2020-08-17,referral,24,10,2,False,False,12.5,active,
M0008,2022-09,northside,basic,29.0,2020-08-17,referral,25,9,1,False,False,9.48,active,
M0008,2022-10,northside,basic,29.0,2020-08-17,referral,26,10,2,False,False,11.49,active,
M0008,2022-11,northside,basic,29.0,2020-08-17,referral,27,12,1,False,False,10.93,active,
M0008,2022-12,northside,basic,29.0,2020-08-17,referral,28,9,2,False,False,12.23,active,
M0008,2023-01,northside,basic,29.0,2020-08-17,referral,29,9,1,False,False,9.1,active,
M0008,2023-02,northside,basic,29.0,2020-08-17,referral,30,7,2,False,False,9.44,active,
M0008,2023-03,northside,basic,29.0,2020-08-17,referral,31,9,1,False,False,9.76,active,
M0008,2023-04,northside,basic,29.0,2020-08-17,referral,32,11,1,False,False,11.06,active,
M0008,2023-05,northside,basic,29.0,2020-08-17,referral,33,10,1,False,False,9.46,active,
M0008,2023-06,northside,basic,29.0,2020-08-17,referral,34,9,0,False,False,7.36,active,
M0008,2023-07,northside,basic,29.0,2020-08-17,referral,35,8,0,False,False,6.2,active,
M0008,2023-08,northside,basic,29.0,2020-08-17,referral,36,5,3,False,False,10.52,active,
M0008,2023-09,northside,basic,29.0,2020-08-17,referral,37,9,1,False,False,9.94,active,
M0008,2023-10,northside,basic,29.0,2020-08-17,referral,38,10,1,False,False,9.88,active,
M0008,2023-11,northside,basic,29.0,2020-08-17,referral,39,11,2,False,False,11.93,active,
M0008,2023-12,northside,basic,29.0,2020-08-17,referral,40,10,3,False,False,14.31,active,
M0008,2024-01,northside,basic,29.0,2020-08-17,referral,41,9,2,False,False,11.48,active,
M0008,2024-02,northside,basic,29.0,2020-08-17,referral,42,11,0,False,False,8.77,active,
M0008,2024-03,northside,basic,29.0,2020-08-17,referral,43,8,2,False,False,11.0,active,
M0008,2024-04,northside,basic,29.0,2020-08-17,referral,44,10,1,False,False,10.17,active,
M0008,2024-05,northside,basic,29.0,2020-08-17,referral,45,9,2,False,False,10.59,active,
M0008,2024-06,northside,basic,29.0,2020-08-17,referral,46,12,1,False,False,12.38,active,
M0008,2024-07,northside,basic,29.0,2020-08-17,referral,47,0,0,False,False,1.5,churned,no_use
M0009,2022-01,northside,premium,49.0,2020-05-01,referral,20,19,5,True,True,44.83,active,
M0009,2022-02,northside,premium,49.0,2020-05-01,referral,21,14,5,True,True,40.64,active,
M0009,2022-03,northside,premium,49.0,2020-05-01,referral,22,15,5,True,True,41.16,active,
M0009,2022-04,northside,premium,49.0,2020-05-01,referral,23,16,4,True,True,39.5,active,
M0009,2022-05,northside,premium,49.0,2020-05-01,referral,24,17,6,True,True,45.51,active,
M0009,2022-06,northside,premium,49.0,2020-05-01,referral,25,17,6,True,True,44.3,active,
M0009,2022-07,northside,premium,49.0,2020-05-01,referral,26,14,4,True,True,38.42,active,
M0009,2022-08,northside,premium,49.0,2020-05-01,referral,27,12,4,True,True,36.65,active,
M0009,2022-09,northside,premium,49.0,2020-05-01,referral,28,17,4,True,True,40.56,active,
M0009,2022-10,northside,premium,49.0,2020-05-01,referral,29,16,5,True,True,42.93,active,
M0009,2022-11,northside,premium,49.0,2020-05-01,referral,30,17,7,True,True,46.53,active,
M0009,2022-12,northside,premium,49.0,2020-05-01,referral,31,19,4,True,True,43.21,active,
M0009,2023-01,northside,premium,49.0,2020-05-01,referral,32,18,6,True,True,46.57,active,
M0009,2023-02,northside,premium,49.0,2020-05-01,referral,33,15,6,True,True,43.08,active,
M0009,2023-03,northside,premium,49.0,2020-05-01,referral,34,16,4,True,True,40.9,active,
M0009,2023-04,northside,premium,49.0,2020-05-01,referral,35,17,5,True,True,44.04,active,
M0009,2023-05,northside,premium,49.0,2020-05-01,referral,36,20,5,True,True,44.33,active,
M0009,2023-06,northside,premium,49.0,2020-05-01,referral,37,13,6,True,True,42.39,active,
M0009,2023-07,northside,premium,49.0,2020-05-01,referral,38,17,4,True,True,41.57,active,
M0009,2023-08,northside,premium,49.0,2020-05-01,referral,39,15,4,True,True,40.34,active,
M0009,2023-09,northside,premium,49.0,2020-05-01,referral,40,18,6,True,True,45.97,active,
M0009,2023-10,northside,premium,49.0,2020-05-01,referral,41,18,5,True,True,43.14,active,
M0009,2023-11,northside,premium,49.0,2020-05-01,referral,42,18,6,True,True,45.77,active,
M0009,2023-12,northside,premium,49.0,2020-05-01,referral,43,18,6,True,True,46.19,active,
M0009,2024-01,northside,premium,49.0,2020-05-01,referral,44,14,3,True,True,37.27,active,
M0009,2024-02,northside,premium,49.0,2020-05-01,referral,45,13,5,True,True,39.24,active,
M0009,2024-03,northside,premium,49.0,2020-05-01,referral,46,18,5,True,True,43.48,active,
M0009,2024-04,northside,premium,49.0,2020-05-01,referral,47,19,5,True,True,44.0,active,
M0009,2024-05,northside,premium,49.0,2020-05-01,referral,48,14,5,True,True,40.54,active,
M0009,2024-06,northside,premium,49.0,2020-05-01,referral,49,18,4,True,True,42.63,active,
M0009,2024-07,northside,premium,49.0,2020-05-01,referral,50,17,5,True,True,42.62,active,
M0009,2024-08,northside,premium,49.0,2020-05-01,referral,51,15,4,True,True,39.59,active,
M0009,2024-09,northside,premium,49.0,2020-05-01,referral,52,16,6,True,True,43.45,active,
M0009,2024-10,northside,premium,49.0,2020-05-01,referral,53,17,7,True,True,46.73,active,
M0009,2024-11,northside,premium,49.0,2020-05-01,referral,54,16,5,True,True,41.55,active,
M0009,2024-12,northside,premium,49.0,2020-05-01,referral,55,17,5,True,True,42.66,active,
M0010,2022-01,eastpark,premium,49.0,2021-06-23,referral,7,12,6,True,False,20.6,active,
M0010,2022-02,eastpark,premium,49.0,2021-06-23,referral,8,9,6,True,False,18.83,active,
M0010,2022-03,eastpark,premium,49.0,2021-06-23,referral,9,9,6,True,False,18.22,active,
M0010,2022-04,eastpark,premium,49.0,2021-06-23,referral,10,11,5,True,False,18.28,active,
M0010,2022-05,eastpark,premium,49.0,2021-06-23,referral,11,13,4,True,False,19.23,active,
M0010,2022-06,eastpark,premium,49.0,2021-06-23,referral,12,10,4,True,False,16.03,active,
M0010,2022-07,eastpark,premium,49.0,2021-06-23,referral,13,9,6,True,False,18.46,active,
M0010,2022-08,eastpark,premium,49.0,2021-06-23,referral,14,9,3,True,False,13.46,active,
M0010,2022-09,eastpark,premium,49.0,2021-06-23,referral,15,11,6,True,False,20.12,active,
M0010,2022-10,eastpark,premium,49.0,2021-06-23,referral,16,12,6,True,False,21.52,active,
M0010,2022-11,eastpark,premium,49.0,2021-06-23,referral,17,10,5,True,False,17.48,active,
M0010,2022-12,eastpark,premium,49.0,2021-06-23,referral,18,11,4,True,False,16.34,active,
M0010,2023-01,eastpark,premium,49.0,2021-06-23,referral,19,15,5,True,False,21.37,active,
M0010,2023-02,eastpark,premium,49.0,2021-06-23,referral,20,13,5,True,False,20.27,active,
M0010,2023-03,eastpark,premium,49.0,2021-06-23,referral,21,12,6,True,False,20.39,active,
M0010,2023-04,eastpark,premium,49.0,2021-06-23,referral,22,10,4,True,False,15.89,active,
M0010,2023-05,eastpark,premium,49.0,2021-06-23,referral,23,11,5,True,False,17.72,active,
M0010,2023-06,eastpark,premium,49.0,2021-06-23,referral,24,13,6,True,False,22.04,active,
M0010,2023-07,eastpark,premium,49.0,2021-06-23,referral,25,9,4,True,False,15.73,active,
M0010,2023-08,eastpark,premium,49.0,2021-06-23,referral,26,10,5,True,False,17.6,active,
M0010,2023-09,eastpark,premium,49.0,2021-06-23,referral,27,10,5,True,False,17.03,active,
M0010,2023-10,eastpark,premium,49.0,2021-06-23,referral,28,12,6,True,False,20.97,active,
M0010,2023-11,eastpark,premium,49.0,2021-06-23,referral,29,12,6,True,False,20.55,active,
M0010,2023-12,eastpark,premium,49.0,2021-06-23,referral,30,11,6,True,False,20.61,active,
M0010,2024-01,eastpark,premium,49.0,2021-06-23,referral,31,10,6,True,False,19.48,active,
M0010,2024-02,eastpark,premium,49.0,2021-06-23,referral,32,10,5,True,False,16.47,active,
M0010,2024-03,eastpark,premium,49.0,2021-06-23,referral,33,10,4,True,False,15.36,active,
M0010,2024-04,eastpark,premium,49.0,2021-06-23,referral,34,11,5,True,False,18.68,active,
M0010,2024-05,eastpark,premium,49.0,2021-06-23,referral,35,11,3,True,False,14.91,active,
M0010,2024-06,eastpark,premium,49.0,2021-06-23,referral,36,12,5,True,False,19.53,active,
M0010,2024-07,eastpark,premium,49.0,2021-06-23,referral,37,11,5,True,False,18.09,active,
M0010,2024-08,eastpark,premium,49.0,2021-06-23,referral,38,11,4,True,False,16.58,active,
M0010,2024-09,eastpark,premium,49.0,2021-06-23,referral,39,10,6,True,False,19.02,active,
M0010,2024-10,eastpark,premium,49.0,2021-06-23,referral,40,10,6,True,False,19.23,active,
M0010,2024-11,eastpark,premium,49.0,2021-06-23,referral,41,13,5,True,False,19.74,active,
M0010,2024-12,eastpark,premium,49.0,2021-06-23,referral,42,10,5,True,False,17.48,active,
M0011,2022-01,northside,premium,49.0,2020-06-24,digital,19,6,4,False,False,12.39,active,
M0011,2022-02,northside,premium,49.0,2020-06-24,digital,20,4,2,False,False,7.75,active,
M0011,2022-03,northside,premium,49.0,2020-06-24,digital,21,7,1,False,False,7.76,active,
M0011,2022-04,northside,premium,49.0,2020-06-24,digital,22,6,3,False,False,12.07,active,
M0011,2022-05,northside,premium,49.0,2020-06-24,digital,23,7,3,False,False,10.93,active,
M0011,2022-06,northside,premium,49.0,2020-06-24,digital,24,7,2,False,False,9.43,active,
M0011,2022-07,northside,premium,49.0,2020-06-24,digital,25,3,2,False,False,6.59,active,
M0011,2022-08,northside,premium,49.0,2020-06-24,digital,26,3,2,False,False,6.28,active,
M0011,2022-09,northside,premium,49.0,2020-06-24,digital,27,4,3,False,False,9.28,active,
M0011,2022-10,northside,premium,49.0,2020-06-24,digital,28,6,4,False,False,12.55,active,
M0011,2022-11,northside,premium,49.0,2020-06-24,digital,29,5,3,False,False,9.67,active,
M0011,2022-12,northside,premium,49.0,2020-06-24,digital,30,6,3,False,False,10.27,active,
M0011,2023-01,northside,premium,49.0,2020-06-24,digital,31,7,2,False,False,10.72,active,
M0011,2023-02,northside,premium,49.0,2020-06-24,digital,32,5,3,False,False,9.17,active,
M0011,2023-03,northside,premium,49.0,2020-06-24,digital,33,3,2,False,False,6.66,active,
M0011,2023-04,northside,premium,49.0,2020-06-24,digital,34,5,1,False,False,6.14,active,
M0011,2023-05,northside,premium,49.0,2020-06-24,digital,35,5,3,False,False,9.83,active,
M0011,2023-06,northside,premium,49.0,2020-06-24,digital,36,6,3,False,False,10.92,active,
M0011,2023-07,northside,premium,49.0,2020-06-24,digital,37,1,2,False,False,5.57,active,
M0011,2023-08,northside,premium,49.0,2020-06-24,digital,38,7,2,False,False,8.25,active,
M0011,2023-09,northside,premium,49.0,2020-06-24,digital,39,5,2,False,False,7.48,active,
M0011,2023-10,northside,premium,49.0,2020-06-24,digital,40,6,2,False,False,8.09,active,
M0011,2023-11,northside,premium,49.0,2020-06-24,digital,41,4,1,False,False,5.83,active,
